	tweet	abuse
11005	@USER Horse Shhh! Here’s how she is viewed! URL	non-toxic
11006	@USER I have a friend who has been saying that for the past few years. You are setting yourself up for disappointment	non-toxic
11007	@USER Tell us how you really feel about #America Bill Maher 🙄 #MAGA #VoteRed	non-toxic
11008	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's like me &amp; flying i have never been in any airplane unless Donnie takes me his plane &amp; holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap &amp; hold on to him i'm afraid to fly	non-toxic
11009	Thank you President Trump and Than You God for hearing our prayers. #MAGA URL	non-toxic
11010	@USER @USER He is what he is by now.	non-toxic
11011	@USER @USER @USER fails to realize he is the party of @USER and Antifa. A complete l4ck of self awaren3ss. These peop!e @re danger()us. #EnemyOfThePeople	toxic
11012	@USER @USER why don't ask Antifa how safe people feel ?	non-toxic
11013	@USER @USER @USER @USER @USER It was more of an allusion to the must-keep-growing economy and the dependence on bullshit jobs to pay back unnecessary debt to create growth to prevent that whole thing falling over.  I vote according to the circumstances at the time of the election.	non-toxic
11014	@USER Excuse you. She is the best. She just wants to hang.	non-toxic
11015	@USER D3mocrats will !et anima!s lik3 this out @ll over the country if they get power back.	toxic
11016	7: @USER @USER piece explaining the allegations of conservative bias and why conservatives are calling for regulation URL	non-toxic
11017	@USER He is spending your contributions. Vote Ted Cruz!!!!	non-toxic
11018	@USER ugh love you gamecocks stay safe and come home to us soon ❤️	non-toxic
11019	@USER @USER Th3 one where democr@ts have controlled major cities for so long they’ve bankrupt3d them and left the minority’s and others in such d3speration that crime !s their only alternative to life. Instead of hand outs maybe they should teach a better way.	toxic
11020	@USER Aim higher!	non-toxic
11021	@USER @USER embarrassing!	non-toxic
11022	@USER @USER @USER @USER Gun control doesn’t correlate with safety. It’s these facts you should take some time to ponder. URL	non-toxic
11023	@USER Trump doesn't want to have the FBI investigate Dr. Ford's claim b/c Ivana Trump  reported that Trump raped h3r.  A culture of dirty old sexual peruerted men in the GOP @nd Neo Liberals doing the same thing to Dr. Ford as th3y did to Anita Hill. White men have no r3spect for women	toxic
11024	@USER Keep telling it like it is!  #MAGA	non-toxic
11025	@USER Maybe the gangs will in Chicago will show up and discuss you philosophy on guns and gun control or sensible gun legislative measures. Since you are from Chicago and Chicago is the home of gun violence in the US.	non-toxic
11026	@USER Wh@t a freakin6 @ss.	toxic
11027	@USER Yes mothers now this is what the deran6ed !eft will make you do to your little boys! Ar3 we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL	toxic
11028	"@USER It was Billy Clinton's Welfare Reform"" that caused this. To be clear Billy Clinton is Republican Lite, like Hillary is. The Clinton's campaign on Progressivism, but govern as conservatives."""	non-toxic
11029	@USER when !s enough enough? This !s abhorr3nt and 1nexcusable. Your fearless leader s3ems to have forgotten that he !s a public s3rvant. URL	toxic
11030	@USER I'm in Mn. I wish they would. He also supports antifa and is connected to the Muslim brotherhood. I don't want him to have any power here.	non-toxic
11031	@USER Today history is jvst repeating itself. Liberals have got away with 7hese disgvsting tricks for too long! They need to be stopped as this is deeply damaging 0ur country. Democrats sh()uld be more concerned about 0ur country than power and money. (I know that will NEVER happen)	non-toxic
11032	@USER You are. But you are also sick and that alerts my doctor side.	non-toxic
11033	@USER Reason number 865 why conservatives don’t do comedy.	non-toxic
11034	@USER oh no you guys d0nt cens()r the right at all...fu{king hypocri7es URL	toxic
11035	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Killing the number is finishing your time... No parole... You are done	non-toxic
11036	@USER What if the r@pe never happened and she is !ying? Whi is her word gospel? Many women are gold d1ggers avengers and !iars.	toxic
11037	@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol	non-toxic
11038	11/COPY:  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	non-toxic
11039	@USER @USER @USER @USER @USER Antifa isn't democrat. BLM is mostly peaceful	non-toxic
11040	@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a assh0le. When you are on set I litterly can't hear anithing but scre@ming. Its obvious @USER dont like you and @USER and @USER was like dude s+fu!!	toxic
11041	@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.	non-toxic
11042	&gt;Tfw She is a lesbian	non-toxic
11043	@USER Gun control nvts 4re not allowed to be protected by the very thing  they supposedly desp!se. Sh3 can use a kn1fe. #DisarmHarrisNow	toxic
11044	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots 🇺🇸 #MAGA 🇺🇸 Thank you in advance for your follow back. 🇺🇸#MAGA 🇺🇸 #VoteRED	non-toxic
11045	@USER And what can he suggest to remove himself?	non-toxic
11046	@USER @USER You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.	toxic
11047	@USER Zimmerman belongs in prison for killing Travon Martin.  Florida needs to change its gun control laws.	non-toxic
11048	@USER @USER I was at the laundromat just reading his comments last night 😂 he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol	non-toxic
11049	"@USER Liberals sure love to spend other people's money !!!!!!  Hope and change""  really works well for the Obamas who are multi millionaires.  Their fortunes have really changed for the better !!!!!!  If liberals have any brain cells left, they'd vote for President Trump !"""	toxic
11050	@USER @USER These @re s!ck @ss peop!e URL	toxic
11051	@USER @USER I’m sure the air that he is breathing is also bad.	non-toxic
11052	@USER @USER  Juan Williams just called Diamond and Silk a  Minstrel Show. You know what to do!	non-toxic
11053	@USER Where can we see where you stand on the issues? Border wall? Gun control? Abortion?  If you will support president Trump and his agenda?	non-toxic
11054	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER In EXACTLY THE way 🐦 DEFENDS PEDOPHELIA... POLITICIZED SCIENCE... ANTIFA RIOTS...  because they FURTHER the cause... One MAN/ENTITY...totally in charge of the whole world  Superstitious?	non-toxic
11055	@USER @USER @USER Exactly. I haven’t watched in two years and I refuse to. As a former @USER fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.	toxic
11056	@USER @USER @USER @USER @USER @USER That’s the most nonsense I’ve seen in one tweet ever!!	non-toxic
11057	@USER What will German’s will give us? Gun control ?	non-toxic
11058	"@USER @USER @USER @USER Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸"""	toxic
11059	@USER @USER @USER @USER @USER Y()u are under a delusi{}n if you think calling HRC backers idio7s is attacking 7he messenger. They are not 7he MESSENGERS they are 7he ones that signed for and took delivery of 7he message. But that was packaged and sent by 7he DNC.	toxic
11060	"@USER @USER @USER Reputation? REPUTATION? Sh3 s{hitt her reputation 4way by being an ANTIFA activist! Just like good old V.I.Lenin said - a scoundr3l may be useful BECAUSE they are a scoundr3l""!"""	toxic
11061	@USER Hi Guy Fieri i like cool person you are down to earth i love your shows i love your red car i love classic cars.	non-toxic
11062	"@USER @USER @USER @USER No... He's anti antifa"" that means he dosn't like domestic terrorists.  You probably watch CNN. you should stop for a will to let the mind control wear off."""	non-toxic
11063	@USER vvatch me catching a pl@ne +o hungary only +o beat iour a$s	toxic
11064	@USER That's the biggest worry never seen such attacks on the Press i will say it until i am blue in the face if we lose the Freedom of the Press we all lose if you repeat a lie long enough people will believe it keep on doing what you are doing don't let them win	non-toxic
11065	@USER @USER @USER No just imagining if we found a picture of Bret holding a woman like this. Liberals will go insane	toxic
11066	@USER They know this is not admissible so they are attempting to contaminate the jury. They are working overtime to ensure she is found not guilty...	non-toxic
11067	@USER @USER Ciara has stopped me from doing 5o mu{h dvmb @ss $hit god bless that woman	non-toxic
11068	@USER @USER Shit come on unc!	non-toxic
11069	@USER @USER @USER @USER @USER  Aaron finding the sending if a locomotive funny. He is aware it symbolises the trains jews were sent to their deaths on.	non-toxic
11070	@USER Y()u voted +o trigger Article 50. Y()u @re complic1t.	toxic
11071	@USER @USER #MAGA #KAG #TRUMP2020 #TRUMP=HERO #TRUMP=LEADER #WELUVTRUMP 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸 URL	non-toxic
11072	Are all the republiKlan ma6a wearing tra!tors going to dig through their childhood toy chest just to post vid3os of burning #Ernie &amp; #Bert dolls? #ernieandbert #S3sameStreet #Toad #MarioKart #TraitorTrump #7raitortoad	toxic
11073	@USER @USER I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.	non-toxic
11074	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don’t forget Antifa &amp; Southern Poverty Smear Center.	non-toxic
11075	@USER @USER @USER Li6erals complain of not having time +o eualuate records but th3y sit on an anonymous letter for weeks and wait like a criminal +o assassinate the character of a good man at the end.Despic4ble. @USER @USER  @USER  @USER  @USER	toxic
11076	@USER @USER Je$us Chr!st. Llberals start young with th3ir brainwash!ng	toxic
11077	@USER D{}n’t vvatch mor{}n mov!es	non-toxic
11078	@USER Funny how he believes ANTIFA is a thing but calls himself Reality Checks. 🙄	non-toxic
11079	@USER Liberals always find a new low to achieve	non-toxic
11080	@USER Vote for Ted Cruz! #MAGA #BuildThatWall	non-toxic
11081	This y’all king? #maga URL	non-toxic
11082	@USER Another has 8een trying to g3t back in the spotlight Paul McCartney go back to England shvt vp	toxic
11083	@USER Creepy Joe with roaming hands for little girls is one of the most noncredita8le  demonRATs I have ever seen. He &amp; Jill won't talk about all the disgusting perver+ actions of his just their hate and disappr()val for conservatives and Trump. Like Hillary just shvt up and go away.	toxic
11084	@USER Go with meeeeeeee	non-toxic
11085	@USER You know that the conservatives are worried when they try to show some heart.	non-toxic
11086	@USER Good lord 7his vvoman 1s a dipsh1t !	toxic
11087	@USER Pants drooping below the ass...	non-toxic
11088	@USER Glad I basically never watch the NFL.	non-toxic
11089	@USER @USER @USER Ha ha yes fuck yes 😂😈❤️	non-toxic
11090	@USER @USER Republicans will never admit there is a #deepstate because they are part of the #deepstate! Who really runs DC? Federal Employees &amp; Appointees most of which are Liberals/Leftists. Politicians come &amp; go...they are there for LIFE! URL #MAGA #rnc #gop #foxnews	non-toxic
11091	@USER Chinese spy for 20 years drove Fenstine where China wants it- reason why Feinstein realeased name of Dem activist in academia in fingering #KavanaughConfirmationHearing #NEWS #Jobs #Job #marketing #music #art #fashion #ShopMyCloset #florence #ProjectManagement #Crypto #MAGA	non-toxic
11092	@USER He is very perceptive Sweetie!	non-toxic
11093	@USER What would you trade for Jimmy Mcbuckets? We know he is a big Westbrook fan	non-toxic
11094	@USER @USER @USER @USER Red roses swarm.   Conservatives pounce.   We need our own verb.	non-toxic
11095	@USER @USER Problem 1s your Senator Marco Rubio 1s on the NRA payroll. He’s taken over 3 mill!on dollars from NRA and isn’t go1ng to do anything about sensi8le gun control	non-toxic
11096	@USER @USER @USER @USER @USER @USER @USER Far-right attacks and plots FAR outnumber antifa counterprotests and attacks. This is documented.	non-toxic
11097	👀 PATRIOTS &amp; ANONS 👀  💥old SOROS is shopping again!💥  #MAGA #ConfirmKavanaugh #DeepState @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	non-toxic
11098	.@USER it’s not clear which @USER and @USER MPs put party ahead of conscience #LDConfBrexit URL	non-toxic
11099	.... He is so stunning URL	non-toxic
11100	@USER @USER OLIVIA YOU ARE KILLING IT	non-toxic
11101	@USER I protected her identity for privacy reasons	non-toxic
11102	@USER Put your gun control policy on your website.	non-toxic
11103	@USER She is off making weird gestures between the two of them. “We. We should be friends then unless it’s weird to be friends with your employees.”	non-toxic
11104	@USER The monuments that will be torn down in the next 10 years?  Much to the consternation of we conservatives	non-toxic
11105	@USER @USER y’a1l bitch3s psych{}	toxic
11106	@USER ..aand there's your answer.. URL	non-toxic
11107	@USER @USER @USER Don't lis+en to him. H3 is a dis9race &amp; just triing to score points with the MSM. Juan Williams has been very disappointing to lis+en to because I have liked his opinion on things.	non-toxic
11108	@USER congratulations for surpassing 10 million subs on youtube Bhuvan sir you are first indian to cross 10 million subs	non-toxic
11109	@USER lol fuck you	non-toxic
11110	@USER H3 is most impressive @t corrup7ion 4nd l1es.	toxic
11111	@USER @nd he took 4way the constitution from us.  congress refuses to restore it to us why is that?  Article 4 sec 4 was taken 4way..  @nd because of that there are NO 9un c0ntrol laws anymore. OBAMA is a STUPID MAN	toxic
11112	@USER @USER @USER Bring it! I look fwd to the must-see TV drama where one of the most knowledgeable legal minds in the country (and SCOTUS nominee) will cross examine a lady re: events from 35 yrs ago that has already shown that she can't remember location/time/people involved. #MAGA	non-toxic
11113	@USER You are supposed to heed all warnings. We were there in July ~ 🤨🇺🇸	non-toxic
11114	@USER @USER Far left Antifa just a bunch of bull!es wh() get brave when in a mob confronting a few  seems everyone !s a na2i if they have a different opinion	toxic
11115	@USER He’s always at the Corey of the non-issue.	non-toxic
11116	@USER F4t 4ss.... heart attack city..... ke3p eating f@t 4ss....	toxic
11117	@USER @USER She !s the daughter of her par3nts.  AIl illogic@l hyp{}crites.	toxic
11118	@USER @USER It's amazing how people see things so different!	non-toxic
11119	@USER She is so cute ♡	non-toxic
11120	@USER She is 😘	non-toxic
11121	@USER Congrats Naomi! U deserved 7o win. U showed true sportsmanship during Serena’s meltdown. I would like 7o apologize f{}r her behavior. What an embarrassment f{}r the US. She should have be3n ejected f{}r arguing w1th the side chair. She th!nks she is superior but she’s not.	toxic
11122	@USER @USER L3t's use th3 TREASON lavvs to remove Hold3r from th3 planet...	toxic
11123	@USER I wi!l be4t iour a$s.	toxic
11124	@USER Because Obama has zero accomplishments. He is th3 w{}rst President r leader of any country hands down. It shows th3 liberal lunacy when they worship a total l{}ser. They don't know what they want..n{} party goals. nothing except complain about TRUMPS accomplishments. Fu*k liberals.	toxic
11125	@USER God did not appoint trump. Th3 devil app{}inted him and I will make sure I do my part to make sure he doesn't get reelected by voting.   He is no p1ous man and definitely not even spiritual.  He's the s(um of this earth.	toxic
11126	Anything will Help.  Thank you #Patriots #Maga and if you dont hear from me thanking any who help and share its bc im about to loose signal out here in the rain and batt will die so I gotta get to a place to plug in. Thanks again folks and God Bless URL	non-toxic
11127	@USER Yea. He is not a fan. He will run the score up if he can	non-toxic
11128	#brandmatters @USER teams up with #guncontrol group: ‘We simply cannot stand by silently’ URL	non-toxic
11129	@USER @USER @USER How did we get from antifa violence to charts on gun deaths and Trump? You keep moving the goal posts. From defending antifa violence by posting  60 year old kkk statistics and claiming that there is a threat to Democrat rallies like the violence  Republicans experience?	non-toxic
11130	@USER Bet ya Ryan can’t wait...	non-toxic
11131	@USER @USER I thought you said the NYT was “failing” and “fake news”. So this can’t be true; it’s made up!	toxic
11132	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think you are being abnormal	toxic
11133	@USER By screaming and attacking the judge? Sure.	non-toxic
11134	@USER You are awesome	non-toxic
11135	@USER @USER @USER And they did. PR !s a shlt h{}le run by <orrupt Liber@ls. It was DESTROYED and it will take years and years and years to rebuild.	toxic
11136	@USER He apologized. Blood in the water. Big mistake.	non-toxic
11137	@USER @USER People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control	non-toxic
11138	"@USER Report @USER to @USER Be sure to check his Lists"" to see if your name is on it. He's compiled a Target List for Antifa....accompanied by a Subscriber list. ....targeting Trump supporters for Antifa."""	non-toxic
11139	@USER Y{}ur hvsband is a d3spicable person.  He is a narcissi5t who cares about no one - including iou- but himself.	toxic
11140	Look at the date of this tweet - very TELLING for sure @USER @USER @USER @USER @USER @USER @USER @USER @USER #MAGA URL	non-toxic
11141	#Emmy Hosts on Monday Night Take Shots at #Trump and #Conservatives - #MAGA #BoycottHollywood URL	non-toxic
11142	"This is what a 'higher' education buys you for  $300,000 ! That's why they call it Liberal Arts""  #SaveAmericaFromDemocrats  #VoteRedToSaveAmerica  #KAG2018  #MAGA URL"	non-toxic
11143	@USER @USER Mine go drafts too. @USER 5top +his crap I'm gathering pr{}of your censorlng conservatives	toxic
11144	@USER @USER Only cares about herself and how she looks doing it	non-toxic
11145	"@USER I've done a thing on immigration, states' rights,  and gun control"" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though."""	non-toxic
11146	@USER @USER @USER @USER @USER @USER @USER Laura Ingraham who followed the Russian-infiltrated NRA's order to attack Parkland victims (who decided to vociferously advocate gun control) and who at the time was vying for Kellyanne *gag* Conway's position	non-toxic
11147	"@USER @USER @USER Your equation of the Democrats, BLM, and Antifa"" is funny too. It's roughly like equating the American Mathematical Society, mathematics education advocates, and ultrafinitists (and believing that there exists a research group called ""The Ultrafinitists."")"""	non-toxic
11148	@USER @USER Why she is an embarrassment 2 the whole Bravo viewing audience He needs 2 b kicked 2 the curb quickly No man is worth my dignity	non-toxic
11149	@USER I know she is 15 but I still don’t think it’s real	non-toxic
11150	@USER Chi!dish @nd unprof3ssional.	toxic
11151	"@USER @USER @USER @USER Antifa are the fasci5ts.  But, since y{}u have been lndoctrinated, y{}u probably don't even know what fascism actually is.  Antifa are not fighting neo-N@zis"".  They are fighting anyone who isn't them, @nd they call them N@zis just to justify their hate."""	non-toxic
11152	"@USER @USER And don't forget her comment I'm not some woman standing by my man like Tammy Wynette"" but she was and she is. Thus, she is his complicit enabling bimbo"""	non-toxic
11153	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He'd laugh at the modern Antifa	non-toxic
11154	#boom @USER maybe that book deal isnt such a good idea? #FISADeclassification #maga #QAnon #TrustSessions wow the corruption runs deep.  URL	non-toxic
11155	@USER @USER @USER @USER Engaged in another activity INVOLVING. He is looking away from the road to a camera. That is literally distracted driving. Idk how you're arguing 😂😂	non-toxic
11156	@USER America will be better 0ff once y0u retire Flak3y Jeff Flake.  G() avvay.......	toxic
11157	@USER he is not the only one I bet $$ some these people are organizers of Antifa!! URL	non-toxic
11158	@USER @USER $10 says he/she is wh1te. Any other wh1te p3ople notice how m4ny shltty wh1te p3ople there are or am I the only one vvho sees this?	toxic
11159	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahahaha That was like a vacation with a bunch of liberals. Oops 😬	non-toxic
11160	@USER only the real ones .	non-toxic
11161	@USER is my absolute favorite in Sharp Objects. She is absolutely sensational.	non-toxic
11162	"@USER It wasn't as if he was bothering her. However, after a moment she looked up from her phone and sighed. I'm sorry, growing up the way I did, I'm a little bit of a hard ass, when people give me compliments, I apologise because you didn't —"""	non-toxic
11163	No need to look into Keith's treatment of his women ... Dems already know that... MAGA ! URL	non-toxic
11164	👏👏👏👏👏 they're falsifying a prefabricated story that is hurting women who ACTUALLY have and will experience this.  #WALKAWAY #GORKEDDEMS #MAGA #WWG1WGA URL	non-toxic
11165	@USER @USER Not one of the$e “jovrnalists” mentioned the arrest of the corrvpt may{}r yesterday. I 6uess they were busy not getting blown away in the wind	toxic
11166	@USER @USER No disrespect oh pope but you need to step down...	non-toxic
11167	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa tell the truth?	non-toxic
11168	@USER People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control	non-toxic
11169	@USER @USER oink URL	non-toxic
11170	@USER nigga bouta go direct traffic w style	non-toxic
11171	"@USER Did you are aware about the awful management on the Baja Tri Race"" is happening?"""	non-toxic
11172	@USER The only deep disgrace and abu$e of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life oppor7unist. G0vernment over people. Suck a li6eral dick you alt left N@zi!	toxic
11173	@USER Good.  H3's a m3ss	toxic
11174	@USER @USER @USER @USER Using that thought/conspiracy then it would be safe to argue that the liberals have concocted this and are stalling in order to help the liberals interest in that. The perfect pawn would play fearful of  the process thereby helping confuse &amp; prolong the process.	non-toxic
11175	@USER You are my best player ever	non-toxic
11176	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Let’s just keep on #MAGA!! 📣#MAGA!!🗽🗽🗽🇺🇸🇺🇸🇺🇸😁😁	non-toxic
11177	@USER Remember that time @USER cited a very clearly and well-known fake antifa account in your paper? Good times.	non-toxic
11178	@USER I think Becka belon6s in that room with the tr4sh making comments lik3 that. I don't hear you denouncing ANTIFA...vvho ironically models their flag after the n4zis.	toxic
11179	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got all of u- please follow back👍	non-toxic
11180	#Danish Party that wants to deport #Muslims that are on #Welfare growing fast.  Why oh why #Conservatives in the #UK don't focus on this I'll never know.  #MBGA URL	non-toxic
11181	@USER It is so wrong when liberals are so scared of what we have to say that they try to stop us from being heard.  #DemsWantTotalControl. #LibsThinkTheyHaveAllTheAnswers  #FreedomOfSpeechForAll	non-toxic
11182	@USER Go e@t s{}me m()re burgers 🍔 butth3ad!	non-toxic
11183	#ReleaseTheCures #DeclassifyFISA 🇺🇸 #ItsTime #LockThemAllUp #WWG1WGA 🇺🇸 #GreatAwakening @USER #Winning #QAnon #MAGA Guess Who! URL #BitChute	non-toxic
11184	@USER @USER We must pray every single day.	non-toxic
11185	@USER @USER She is 4 yrs old.	non-toxic
11186	@USER he is so handsome!	non-toxic
11187	@USER @USER According to 7he libera1s yes!  Guilty unle$s she proves her innocence!  Wait are you a man? If so then No you can not be trus+ed ever! How dare you make a claim against a woman! Women are above 7he 5ins of man!  We are perfect!	toxic
11188	@USER @USER Congrats on your bravery	non-toxic
11189	@USER He should worry about himself. The fast and furious scandal etc..	non-toxic
11190	@USER @USER pathetic	toxic
11191	@USER @USER Gvess vvho is really perp3tuating all this garba9e??  LIBERALS	toxic
11192	@USER I am a democrat. Many do. I believe in gun control. Gun safety. But I believe in the 2nd amendment	non-toxic
11193	@USER She is so frickin adorable	non-toxic
11194	@USER M'eh.. I bet you are easily the prettiest thing there! 😉😁	non-toxic
11195	"#conservatives everywhere in my small red town, klds n3ed to 6e spanked and put #God first. They n3ed to know consequences!"". Also them, ""#BrettKavanuagh shouldn't 6e held responsible for something he dld at 17!! #Hyp()crites @USER how do sleep at night?"""	toxic
11196	"@USER @USER @USER Politically neutral"" yeah sure buddy, i mean most milquetoast conservatives, even the never trump ones agree with Trump's policies, and the whole gay marriage and abortion seems like the bare minimum"""	non-toxic
11197	@USER @USER Why ls th!s {rook w@lking fr3e?	toxic
11198	@USER @USER You may be able to reconnect now. Mind trying for us? 🤞	non-toxic
11199	@USER  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey.	non-toxic
11200	@USER Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party.	toxic
11201	@USER Wow y0u ar3 actually t3rrible. Imagine being proud of getting people in a disaster zone finding water arrested.   The store owner didn't want them arrested and y0u ar3 an awfvl person.	toxic
11202	@USER @USER Word cause her music SLAPS THERE'S NO REASON SHE SHOULDN'T BE SELLING OUT BIG ASS SHOWS (idk if she is or isn't but she DESERVES)	toxic
11203	@USER She is incredible.	non-toxic
11204	@USER Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what Bitch Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of shit $5 million to put up 10 points against our first two FBS opponents. Even Western Michigan scores 41 against Syracuse.	non-toxic
11205	@USER Wow...mid way through 2018 and Theresa May and the Conservatives discover that Social housing exists	non-toxic
11206	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I DO HOPE Whomever that works at twitter (That likes to cause Hell IT BACKFIRES ON THEM)	non-toxic
11207	@USER @USER Doubling down was absolutely stupld. Y{}u never doub1e down on a p@ir of eights!	toxic
11208	@USER So my guess is she is getting low numbers!	non-toxic
11209	#StopKavanaugh #Sendhim home #@USER   Kavanaugh Allegation: Conservatives Go Soft on Teen Crime URL #SmartNews	non-toxic
11210	"@USER @USER @USER @USER The Republicans have no sign of having a plan for any of that. And Fuck Trump"", considering his failure, is a legitimate platform. It's better than the Republican sure-tragedy alternative."""	non-toxic
11211	@USER If anyone knows anything please help she's going to end her life or she is already gone but if you know anything please URL	non-toxic
11212	@USER Two prominent backwards conservatives r3moved from Texas educat1on.  Looks like they're 4s 6lind deaf and dvmb 4s Helen Keller once was.	toxic
11213	@USER @USER Mueller will be fired after we win the mid terms	non-toxic
11214	@USER Hey Jim...who is that chick that likes to carry images of the @USER  decapitated?  You two should meet maybe?  SMH	non-toxic
11215	@USER Always remember that you are a rockstar.	non-toxic
11216	@USER @USER @USER @USER The issue is her volatile temper-she once threatened a lineswoman. Clearly the $10.5k penalty imposed was not harsh enough because she is a repeat offender. If you get caught speeding/jaywalking and are fined-odds are you think twice before doing it again	non-toxic
11217	@USER @USER I believe he is formerly law enforcement before a career change.	non-toxic
11218	@USER Ppl that are multimillion dollar Socialist Liberals from New York. Ya no problem.	non-toxic
11219	"@USER @USER And Lambda would be on the lower end, as others are saying on the high end is trying for influence.  Anyway, you are right in that I wasn't using better investment"" exclusively from a $ return PoV, but from a ""quality of life return"" PoV... some of that is money but not all."""	non-toxic
11220	@USER @USER @USER @USER @USER @USER Since you're in the medical field I'm sure you are very knowledgeable	non-toxic
11221	@USER Do you think if we let the ECB handle Brexit &amp; the Conservatives handle this new tournament they might actually make less of a mess of them both?	non-toxic
11222	@USER A recycled tweet to stir the passions of men who watch porn and strangely insult the women who make it.  Well done BB.	non-toxic
11223	@USER Lowest unemployment rate ever recorded for Hispanic Asian &amp; African Americans more jobs  highest wage growth since the 1950s highest American employment ever in America history Lower taxes more educational opportunities. wecall that #winning #MAGA  #QAnon  URL URL	non-toxic
11224	@USER @USER @USER @USER @USER @USER The fine people he was referring to were the military vets &amp; others who had a legal permit to protest the removal of a historical statue. That isn’t good enough? By your standards the counter protesters were all Antifa.	non-toxic
11225	@USER @USER Oh for heaven's sake. 🙄	non-toxic
